Project,Class,Pattern,URL
swp1-teamhub,ProjektFacade,Facade,https://github.com/neonsamurai/swp1-teamhub/blob/master/com/teamhub/maventeamhub/dao/ProjektFacade.java
swp1-teamhub,TeamleiterFacade,Facade,https://github.com/neonsamurai/swp1-teamhub/blob/master/com/teamhub/maventeamhub/dao/TeamleiterFacade.java
jogetworkflow,FormFacade,Facade,https://github.com/jogetworkflow/jogetworkflow/blob/master/wflow-formsweb/src/main/java/org/joget/form/model/FormFacade.java
jogetworkflow,WorkflowFacade,Facade,https://github.com/jogetworkflow/jogetworkflow/blob/master/wflow-wfweb/src/main/java/org/joget/workflow/model/WorkflowFacade.java
3taps-Java-Client,GeocoderRequest,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/dto/geocoder/GeocoderRequest.java
3taps-Java-Client,GeocoderResponse,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/dto/geocoder/GeocoderResponse.java
3taps-Java-Client,CreateResponse,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/dto/posting/CreateResponse.java
3taps-Java-Client,DeleteResponse,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/dto/posting/DeleteResponse.java
3taps-Java-Client,UpdateResponse,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/dto/posting/UpdateResponse.java
3taps-Java-Client,BestMatchResponse,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/dto/search/BestMatchResponse.java
3taps-Java-Client,CountResponse,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/dto/search/CountResponse.java
3taps-Java-Client,QueryRequest,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/dto/search/QueryRequest.java
3taps-Java-Client,RangeRequest,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/dto/search/RangeRequest.java
3taps-Java-Client,RangeResponse,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/dto/search/RangeResponse.java
3taps-Java-Client,SearchRequest,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/dto/search/SearchRequest.java
3taps-Java-Client,SearchResponse,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/dto/search/SearchResponse.java
3taps-Java-Client,SummaryRequest,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/dto/search/SummaryRequest.java
3taps-Java-Client,SummaryResponse,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/dto/search/SummaryResponse.java
3taps-Java-Client,Annotation,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/model/annotations/Annotation.java
3taps-Java-Client,AnnotationOption,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/model/annotations/AnnotationOption.java
3taps-Java-Client,Category,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/model/Category.java
3taps-Java-Client,Location,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/model/Location.java
3taps-Java-Client,Message,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/model/Message.java
3taps-Java-Client,Posting,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/model/Posting.java
3taps-Java-Client,PostingHistory,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/model/PostingHistory.java
3taps-Java-Client,Source,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/model/Source.java
3taps-Java-Client,Constants,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/util/Constants.java
3taps-Java-Client,Utils,None,https://github.com/devinfoley/3taps-Java-Client/blob/master/src/com/threetaps/util/Utils.java
ChenSun,AssertionFailedException,None,https://github.com/ms969/ChenSun/blob/master/Phase2/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/AssertionFailedException.java
ChenSun,BestResponseTimeBalanceStrategy,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/BestResponseTimeBalanceStrategy.java
ChenSun,Blob,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/Blob.java
ChenSun,BlobFromLocator,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/BlobFromLocator.java
ChenSun,Buffer,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/Buffer.java
ChenSun,BufferRow,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/BufferRow.java
ChenSun,ByteArrayRow,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/ByteArrayRow.java
ChenSun,CachedResultSetMetaData,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/CachedResultSetMetaData.java
ChenSun,CallableStatement,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/CallableStatement.java
ChenSun,CharsetMapping,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/CharsetMapping.java
ChenSun,Clob,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/Clob.java
ChenSun,CommunicationsException,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/CommunicationsException.java
ChenSun,CompressedInputStream,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/CompressedInputStream.java
ChenSun,ConnectionFeatureNotAvailableException,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/ConnectionFeatureNotAvailableException.java
ChenSun,ConnectionGroup,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/ConnectionGroup.java
ChenSun,ConnectionGroupManager,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/ConnectionGroupManager.java
ChenSun,ConnectionImpl,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/ConnectionImpl.java
ChenSun,ConnectionProperties,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/ConnectionProperties.java
ChenSun,ConnectionPropertiesImpl,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/ConnectionPropertiesImpl.java
ChenSun,ConnectionPropertiesTransform,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/ConnectionPropertiesTransform.java
ChenSun,Constants,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/Constants.java
ChenSun,DatabaseMetaData,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/DatabaseMetaData.java
ChenSun,DatabaseMetaDataUsingInfoSchema,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/DatabaseMetaDataUsingInfoSchema.java
ChenSun,DocsConnectionPropsHelper,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/DocsConnectionPropsHelper.java
ChenSun,EscapeProcessor,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/EscapeProcessor.java
ChenSun,DeadlockTimeoutRollbackMarker,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/exceptions/DeadlockTimeoutRollbackMarker.java
ChenSun,MySQLDataException,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/exceptions/MySQLDataException.java
ChenSun,MySQLIntegrityConstraintViolationException,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/exceptions/MySQLIntegrityConstraintViolationException.java
ChenSun,MySQLInvalidAuthorizationSpecException,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/exceptions/MySQLInvalidAuthorizationSpecException.java
ChenSun,MySQLNonTransientConnectionException,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/exceptions/MySQLNonTransientConnectionException.java
ChenSun,MySQLNonTransientException,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/exceptions/MySQLNonTransientException.java
ChenSun,MySQLSyntaxErrorException,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/exceptions/MySQLSyntaxErrorException.java
ChenSun,MySQLTimeoutException,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/exceptions/MySQLTimeoutException.java
ChenSun,MySQLTransactionRollbackException,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/exceptions/MySQLTransactionRollbackException.java
ChenSun,MySQLTransientConnectionException,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/exceptions/MySQLTransientConnectionException.java
ChenSun,MySQLTransientException,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/exceptions/MySQLTransientException.java
ChenSun,MySQLStatementCancelledException,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/exceptions/MySQLStatementCancelledException.java
ChenSun,ExportControlled,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/ExportControlled.java
ChenSun,Extension,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/Extension.java
ChenSun,Field,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/Field.java
ChenSun,ExtendedMysqlExceptionSorter,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/integration/jboss/ExtendedMysqlExceptionSorter.java
ChenSun,MysqlValidConnectionChecker,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/integration/jboss/MysqlValidConnectionChecker.java
ChenSun,IterateBlock,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/IterateBlock.java
ChenSun,JDBC4MysqlPooledConnection,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/jdbc2/optional/JDBC4MysqlPooledConnection.java
ChenSun,JDBC4MysqlXAConnection,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/jdbc2/optional/JDBC4MysqlXAConnection.java
ChenSun,JDBC4SuspendableXAConnection,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/jdbc2/optional/JDBC4SuspendableXAConnection.java
ChenSun,MysqlConnectionPoolDataSource,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/jdbc2/optional/MysqlConnectionPoolDataSource.java
ChenSun,MysqlDataSource,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/jdbc2/optional/MysqlDataSource.java
Chensun,MysqlPooledConnection,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/jdbc2/optional/MysqlPooledConnection.java
ChenSun,MysqlXAConnection,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/jdbc2/optional/MysqlXAConnection.java
ChenSun,MysqlXADataSource,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/jdbc2/optional/MysqlXADataSource.java
ChenSun,MysqlXAException,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/jdbc2/optional/MysqlXAException.java
ChenSun,MysqlXid,None,https://github.com/ms969/ChenSun/blob/master/CS5430/jars/mysql-connector-java-5.1.18/src/com/mysql/jdbc/jdbc2/optional/MysqlXid.java
ChenSun,SocialNetworkDBAThread,None,https://github.com/ms969/ChenSun/blob/master/CS5430/src/server/SocialNetworkDBAThread.java
ChenSun,SocialNetworkNavigation,None,https://github.com/ms969/ChenSun/blob/master/CS5430/src/server/SocialNetworkNavigation.java
jbehave-core,AuthenticationSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/spring-security/src/main/java/org/jbehave/example/spring/security/steps/AuthenticationSteps.java
jbehave-core,DbUnitSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/spring-security/src/main/java/org/jbehave/example/spring/security/steps/DbUnitSteps.java
jbehave-core,OrganizationSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/spring-security/src/main/java/org/jbehave/example/spring/security/steps/OrganizationSteps.java
jbehave-core,ThreadsSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/threads/src/main/java/org/jbehave/examples/threads/steps/ThreadsSteps.java
jbehave-core,ThreadsStories,None,https://github.com/jbehave/jbehave-core/blob/master/examples/threads/src/main/java/org/jbehave/examples/threads/ThreadsStories.java
jbehave-core,CalendarConverter,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/converters/CalendarConverter.java
jbehave-core,TraderConverter,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/converters/TraderConverter.java
jbehave-core,CustomHtmlOutput,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/CustomHtmlOutput.java
jbehave-core,FailureCorrelationStories,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/FailureCorrelationStories.java
jbehave-core,Stock,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/model/Stock.java
jbehave-core,Trader,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/model/Trader.java
jbehave-core,TraderPersister,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/persistence/TraderPersister.java
jbehave-core,TradingService,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/service/TradingService.java
jbehave-core,AbstractSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/steps/AbstractSteps.java
jbehave-core,AndSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/steps/AndSteps.java
jbehave-core,BeforeAfterSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/steps/BeforeAfterSteps.java
jbehave-core,CalendarSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/steps/CalendarSteps.java
jbehave-core,CompositeNestedSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/steps/CompositeNestedSteps.java
jbehave-core,CompositeSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/steps/CompositeSteps.java
jbehave-core,FailingBeforeAfterSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/steps/FailingBeforeAfterSteps.java
jbehave-core,MetaParametrisationSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/steps/MetaParametrisationSteps.java
jbehave-core,NamedParametersSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/steps/NamedParametersSteps.java
jbehave-core,ParameterDelimitersSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/steps/ParameterDelimitersSteps.java
jbehave-core,ParametrisationByDelimitedNameSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/steps/ParametrisationByDelimitedNameSteps.java
jbehave-core,ParametrisedSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/steps/ParametrisedSteps.java
jbehave-core,PendingSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/steps/PendingSteps.java
jbehave-core,PriorityMatchingSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/steps/PriorityMatchingSteps.java
jbehave-core,SandpitSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/steps/SandpitSteps.java
jbehave-core,SearchSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/steps/SearchSteps.java
jbehave-core,TraderSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/steps/TraderSteps.java
jbehave-core,AndStep,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/steps/AndSteps.java
jbehave-core,FailingAfterStories,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/stories/failing/FailingAfterStories.java
jbehave-core,FailingBeforeAfter,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/stories/failing/FailingBeforeAfter.java
jbehave-core,FailingBeforeStories,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/stories/failing/FailingBeforeStories.java
jbehave-core,MetaFiltering,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/stories/MetaFiltering.java
jbehave-core,ParameterDelimiters,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/stories/ParameterDelimiters.java
jbehave-core,ParametrisationByDelimitedName,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/stories/ParametrisationByDelimitedName.java
jbehave-core,Pending,None,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/annotations/Pending.java
jbehave-core,PriorityMatching,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/stories/PriorityMatching.java
jbehave-core,SkipBeforeAndAfterScenarioStepsIfGivenStory,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/stories/SkipBeforeAndAfterScenarioStepsIfGivenStory.java
jbehave-core,SkipScenariosAfterFailure,None,https://github.com/jbehave/jbehave-core/blob/master/examples/core/src/main/java/org/jbehave/examples/core/stories/failing/SkipScenariosAfterFailure.java
jbehave-core,AnnotatedEmbedderUsingGuice,None,https://github.com/jbehave/jbehave-core/blob/master/examples/guice/src/main/java/org/jbehave/examples/core/guice/AnnotatedEmbedderUsingGuice.java
jbehave-core,AnnotatedEmbedderUsingGuiceAndSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/guice/src/main/java/org/jbehave/examples/core/guice/AnnotatedEmbedderUsingGuiceAndSteps.java
jbehave-core,AnnotatedPathRunnerUsingGuice,None,https://github.com/jbehave/jbehave-core/blob/master/examples/guice/src/main/java/org/jbehave/examples/core/guice/AnnotatedPathRunnerUsingGuice.java
jbehave-core,InheritingAnnotatedEmbedderUsingSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/weld/src/main/java/org/jbehave/examples/core/weld/InheritingAnnotatedEmbedderUsingSteps.java
jbehave-core,ParentAnnotatedEmbedderUsingGuice,None,https://github.com/jbehave/jbehave-core/blob/master/examples/guice/src/main/java/org/jbehave/examples/core/guice/ParentAnnotatedEmbedderUsingGuice.java
jbehave-core,AnnotatedEmbedderUsingPico,None,https://github.com/jbehave/jbehave-core/blob/master/examples/pico/src/main/java/org/jbehave/examples/core/pico/AnnotatedEmbedderUsingPico.java
jbehave-core,AnnotatedEmbedderUsingPicoAndSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/pico/src/main/java/org/jbehave/examples/core/pico/AnnotatedEmbedderUsingPicoAndSteps.java
jbehave-core,AnnotatedPathRunnerUsingPico,None,https://github.com/jbehave/jbehave-core/blob/master/examples/pico/src/main/java/org/jbehave/examples/core/pico/AnnotatedPathRunnerUsingPico.java
jbehave-core,InheritingAnnotatedEmbedderUsingSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/spring/src/main/java/org/jbehave/examples/core/spring/InheritingAnnotatedEmbedderUsingSteps.java
jbehave-core,ParentAnnotatedEmbedderUsingPico,None,https://github.com/jbehave/jbehave-core/blob/master/examples/pico/src/main/java/org/jbehave/examples/core/pico/ParentAnnotatedEmbedderUsingPico.java
jbehave-core,AnnotatedEmbedderUsingSpring,None,https://github.com/jbehave/jbehave-core/blob/master/examples/spring/src/main/java/org/jbehave/examples/core/spring/AnnotatedEmbedderUsingSpring.java
jbehave-core,AnnotatedEmbedderUsingSpringAndSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/spring/src/main/java/org/jbehave/examples/core/spring/AnnotatedEmbedderUsingSpringAndSteps.java
jbehave-core,AnnotatedEmbedderUsingSpringNamespace,None,https://github.com/jbehave/jbehave-core/blob/master/examples/spring/src/main/java/org/jbehave/examples/core/spring/AnnotatedEmbedderUsingSpringNamespace.java
jbehave-core,AnnotatedPathRunnerUsingSpring,None,https://github.com/jbehave/jbehave-core/blob/master/examples/spring/src/main/java/org/jbehave/examples/core/spring/AnnotatedEmbedderUsingSpring.java
jbehave-core,InheritingAnnotatedEmbedderUsingSteps,None,https://github.com/jbehave/jbehave-core/blob/master/examples/needle/src/main/java/org/jbehave/examples/core/needle/InheritingAnnotatedEmbedderUsingSteps.java
jbehave-core,ParentAnnotatedEmbedderUsingSpring,None,https://github.com/jbehave/jbehave-core/blob/master/examples/spring/src/main/java/org/jbehave/examples/core/spring/ParentAnnotatedEmbedderUsingSpring.java
jbehave-core,SpringAnnotationConfiguration,None,https://github.com/jbehave/jbehave-core/blob/master/examples/spring/src/main/java/org/jbehave/examples/core/spring/SpringAnnotationConfiguration.java
jbehave-core,GivenStories,None,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/model/GivenStories.java
jbehave-core,PrintStreamOutput,None,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/reporters/PrintStreamOutput.java
jbehave-core,PrintStreamStepdocReporter,None,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/reporters/PrintStreamStepdocReporter.java
jbehave-core,ReportsCount,None,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/reporters/ReportsCount.java
jbehave-core,SilentSuccessFilter,None,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/reporters/SilentSuccessFilter.java
jbehave-core,StackTraceFormatter,None,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/reporters/StackTraceFormatter.java
jbehave-core,StepdocReporter,None,https://github.com/jbehave/jbehave-core/blob/master/jbehave-core/src/main/java/org/jbehave/core/reporters/StepdocReporter.java
jcr-benchmark,AsyncDriver,None,https://github.com/exoplatform/jcr-benchmark/blob/master/src/main/java/org/exoplatform/jcr/benchmark/AsyncDriver.java
jcr-benchmark,AsyncTestContext,None,https://github.com/exoplatform/jcr-benchmark/blob/master/src/main/java/org/exoplatform/jcr/benchmark/ext/asyncrep/AsyncTestContext.java
jcr-benchmark,AddNtFileWithMetadataNoJapex,None,https://github.com/exoplatform/jcr-benchmark/blob/master/src/main/java/org/exoplatform/jcr/benchmark/helpers/AddNtFileWithMetadataNoJapex.java
jcr-benchmark,QueryNodeLoader,None,https://github.com/exoplatform/jcr-benchmark/blob/master/src/main/java/org/exoplatform/jcr/benchmark/helpers/QueryNodeLoader.java
jcr-benchmark,SimpleReportHelper,None,https://github.com/exoplatform/jcr-benchmark/blob/master/src/main/java/org/exoplatform/jcr/benchmark/helpers/SimpleReportHelper.java
jcr-benchmark,ChangeExistedNodeDefinition,None,https://github.com/exoplatform/jcr-benchmark/blob/master/src/main/java/org/exoplatform/jcr/benchmark/usecases/nodetype/ChangeExistedNodeDefinition.java
jcr-benchmark,ChangeExistedPropertyDefinition,None,https://github.com/exoplatform/jcr-benchmark/blob/master/src/main/java/org/exoplatform/jcr/benchmark/usecases/nodetype/ChangeExistedPropertyDefinition.java
jcr-benchmark,DeleteExistedNodeDefinition,None,https://github.com/exoplatform/jcr-benchmark/blob/master/src/main/java/org/exoplatform/jcr/benchmark/usecases/nodetype/DeleteExistedNodeDefinition.java
jcr-benchmark,DeleteExistedPropertyDefinition,None,https://github.com/exoplatform/jcr-benchmark/blob/master/src/main/java/org/exoplatform/jcr/benchmark/usecases/nodetype/DeleteExistedPropertyDefinition.java
jcr-benchmark,UnregisterNodeType,None,https://github.com/exoplatform/jcr-benchmark/blob/master/src/main/java/org/exoplatform/jcr/benchmark/usecases/nodetype/UnregisterNodeType.java
jcr-benchmark,UpdateExistedNodeDefinition,None,https://github.com/exoplatform/jcr-benchmark/blob/master/src/main/java/org/exoplatform/jcr/benchmark/usecases/nodetype/UpdateExistedNodeDefinition.java
jcr-benchmark,UpdateExistedNodeTypeValue,None,https://github.com/exoplatform/jcr-benchmark/blob/master/src/main/java/org/exoplatform/jcr/benchmark/usecases/nodetype/UpdateExistedNodeTypeValue.java
mitfahrzentraleClient,Operationen,None,https://github.com/gcodestring/mitfahrzentraleClient/blob/master/src/de/mfz/client/Operationen.java
mitfahrzentraleClient,RouteChangedCoordinator,None,https://github.com/gcodestring/mitfahrzentraleClient/blob/master/src/de/mfz/coordinator/RouteChangedCoordinator.java
mitfahrzentraleClient,Contact,None,https://github.com/gcodestring/mitfahrzentraleClient/blob/master/src/de/mfz/jaxb/Contact.java
mitfahrzentraleClient,Fahrer,None,https://github.com/gcodestring/mitfahrzentraleClient/blob/master/src/de/mfz/jaxb/Fahrer.java
mitfahrzentraleClient,Fahrten,None,https://github.com/gcodestring/mitfahrzentraleClient/blob/master/src/de/mfz/jaxb/Fahrten.java
